Line,Pada,Meter,MP1,MP2,MP3,MP4,MP5,MP6,MP7,MP8
8.064.06c,c,G,H,H,H,H,L,H,L,L
8.064.07a,a,G,L,L,L,L,L,H,L,H
8.064.07b,b,G,L,H,H,H,L,H,L,L
8.064.07c,c,G,H,H,H,H,L,H,L,L
8.064.08a,a,G,H,L,H,L,L,H,L,H
8.064.08b,b,G,L,H,H,L,L,L,L,L
8.064.08c,c,G,H,H,L,L,L,H,L,H
8.064.09a,a,G,H,H,H,L,L,H,L,L
8.064.09b,b,G,H,L,H,H,L,H,L,H
8.064.09c,c,G,H,H,L,L,L,H,L,L
8.064.10a,a,G,L,H,H,H,L,H,L,H
8.064.10b,b,G,H,H,H,L,L,H,L,H
8.064.10c,c,G,H,H,L,L,L,H,L,L
8.064.11a,a,G,L,H,H,H,L,H,L,L
8.064.11b,b,G,L,H,H,H,L,L,L,L
8.064.11c,c,G,H,H,H,H,L,H,L,L
8.064.12a,a,G,L,H,L,H,L,H,L,H
8.064.12b,b,G,H,H,L,H,L,H,L,H
8.064.12c,c,G,H,H,H,L,L,H,L,L
8.065.01a,a,G,L,H,L,H,L,H,L,L
8.065.01b,b,G,L,H,H,H,L,H,L,L
8.065.01c,c,G,H,H,L,H,L,H,L,L
8.065.02a,a,G,H,H,H,L,L,H,L,H
8.065.02b,b,G,H,L,H,H,L,H,L,H
8.065.02c,c,G,H,H,L,H,H,H,L,L
8.065.03a,a,G,H,H,H,H,L,H,L,L
8.065.03b,b,G,L,H,H,L,L,H,L,H
8.065.03c,c,G,H,L,H,H,L,H,L,H
8.065.04a,a,G,H,L,H,L,L,L,H,L
8.065.04b,b,G,L,L,H,H,L,H,L,L
8.065.04c,c,G,L,H,L,H,L,H,L,L
8.065.05a,a,G,H,L,L,H,L,L,L,H
8.065.05b,b,G,L,H,H,L,H,H,L,L
8.065.05c,c,G,L,L,L,H,L,H,L,L
8.065.06a,a,G,L,H,H,H,L,H,L,L
8.065.06b,b,G,L,H,H,H,L,H,L,H
8.065.06c,c,G,L,H,H,H,L,H,L,H
8.065.07a,a,G,H,H,L,H,L,H,L,L
8.065.07b,b,G,H,L,H,H,L,H,L,L
8.065.07c,c,G,H,H,L,H,L,H,L,H
8.065.08a,a,G,L,H,H,H,L,H,L,L
8.065.08b,b,G,L,H,H,H,L,H,L,L
8.065.08c,c,G,L,H,L,H,L,H,L,L
8.065.09a,a,G,H,H,H,H,L,H,L,H
8.065.09b,b,G,L,L,H,H,L,H,L,L
8.065.09c,c,G,H,H,H,L,L,H,L,L
8.065.12a,a,G,L,H,H,H,L,H,L,H
8.065.12b,b,G,L,H,H,L,L,H,L,L
8.065.12c,c,G,L,H,H,H,L,H,L,L
8.066.15a,a,A,H,L,H,H,L,H,H,L
8.066.15b,b,A,L,L,H,H,L,H,L,L
8.066.15c,c,A,L,H,H,L,H,H,L,L
8.066.15d,d,A,L,H,H,H,L,H,L,L
8.067.01a,a,G,L,H,L,H,L,H,L,L
8.067.01b,b,G,H,H,H,H,L,H,L,H
8.067.01c,c,G,L,H,H,H,L,H,L,H
8.067.02a,a,G,H,H,H,L,L,H,L,L
8.067.02b,b,G,L,L,H,H,L,H,L,H
8.067.02c,c,G,H,H,H,H,L,H,L,L
8.067.03a,a,G,H,H,L,H,L,H,L,L
8.067.03b,b,G,L,H,L,H,L,H,L,H
8.067.03c,c,G,H,H,H,H,L,H,L,H
8.067.04a,a,G,L,L,H,L,L,H,L,H
8.067.04b,b,G,L,L,L,H,L,H,L,L
8.067.04c,c,G,L,H,L,H,L,H,L,H
8.067.05a,a,G,H,H,L,L,L,H,L,L
8.067.05b,b,G,H,H,H,H,L,H,L,H
8.067.05c,c,G,H,L,L,L,L,H,L,L
8.067.06a,a,G,H,H,H,H,L,H,L,H
8.067.06b,b,G,L,H,L,H,L,H,H,L
8.067.06c,c,G,H,H,H,L,L,H,L,L
8.067.07a,a,G,H,L,H,L,H,H,L,L
8.067.07b,b,G,H,L,H,L,L,H,L,L
8.067.07c,c,G,H,H,L,H,L,H,L,L
8.067.08a,a,G,H,H,H,H,L,H,L,L
8.067.08b,b,G,L,H,L,H,L,H,L,L
8.067.08c,c,G,H,L,H,L,L,H,L,H
8.067.10a,a,G,L,L,H,L,L,H,L,L
8.067.10b,b,G,L,H,H,L,L,L,L,H
8.067.10c,c,G,L,H,H,H,L,H,L,H
8.067.11a,a,G,H,L,H,H,L,H,L,H
8.067.11b,b,G,H,L,H,H,L,H,L,L
8.067.11c,c,G,H,H,H,H,L,H,L,L
8.067.12a,a,G,L,H,H,L,L,H,L,L
8.067.12b,b,G,L,H,L,L,L,H,L,H
8.067.12c,c,G,L,L,H,H,L,H,L,H
8.067.15a,a,G,L,H,L,L,L,H,L,L
8.067.15b,b,G,H,H,L,L,L,H,L,L
8.067.15c,c,G,H,L,H,L,L,H,L,H
8.067.16a,a,G,H,H,L,H,L,H,L,L
8.067.16b,b,G,H,H,H,H,L,H,L,L
8.067.16c,c,G,L,H,H,H,L,H,L,H
8.067.17a,a,G,H,H,H,L,L,H,L,L
8.067.17b,b,G,L,L,H,H,L,H,L,L
8.067.17c,c,G,H,H,L,L,L,H,L,H
8.067.18a,a,G,H,L,H,H,H,H,L,L
8.067.18b,b,G,H,H,H,H,L,H,L,L
8.067.18c,c,G,H,H,H,L,L,H,L,H
8.067.19a,a,G,H,H,L,H,L,H,L,L
8.067.19b,b,G,H,H,H,L,L,H,L,H
8.067.19c,c,G,H,L,H,H,L,H,L,L
8.067.20a,a,G,H,H,H,H,L,H,L,L
8.067.20b,b,G,H,H,H,H,L,H,L,L
8.067.20c,c,G,L,H,L,L,L,H,L,H
8.067.21a,a,G,L,L,H,H,L,H,L,L
8.067.21b,b,G,H,H,H,H,L,H,L,L
8.067.21c,c,G,H,H,L,L,L,H,L,L
8.068.01a,a,A,H,H,L,H,L,H,L,H
8.068.01b,b,A,H,H,L,H,L,H,L,L
8.068.01c,c,A,L,L,H,L,L,H,L,L
8.068.01d,d,A,H,L,L,H,L,H,L,H
8.068.02a,a,G,L,L,H,L,L,H,L,H
8.068.02b,b,G,L,H,H,H,L,H,L,H
8.068.02c,c,G,H,H,H,L,L,H,L,H
8.068.03a,a,G,H,L,H,L,L,H,L,L
8.068.03b,b,G,L,L,H,H,L,H,L,L
8.068.03c,c,G,H,H,H,H,L,H,L,L
8.068.05a,a,G,L,H,L,H,L,H,L,L
8.068.05b,b,G,L,H,H,H,L,H,L,L
8.068.05c,c,G,H,H,L,H,L,H,L,H
8.068.08a,a,G,L,H,L,H,L,L,H,L
8.068.08b,b,G,H,L,H,H,L,H,L,L
8.068.08c,c,G,L,H,L,H,L,H,L,L
8.068.09a,a,G,L,H,H,H,L,H,L,H
8.068.09b,b,G,H,L,H,H,L,H,L,L
8.068.09c,c,G,L,H,L,H,L,H,L,L
8.068.10a,a,A,H,H,H,H,L,H,L,H
8.068.10b,b,A,H,H,H,H,L,H,L,L
8.068.10c,c,A,H,L,L,H,L,H,L,L
8.068.10d,d,A,H,H,L,L,L,H,L,L
8.068.11a,a,G,H,L,H,H,L,L,L,L
8.068.11b,b,G,H,H,L,H,L,H,L,L
8.068.11c,c,G,H,H,L,H,L,H,L,L
8.068.12a,a,G,L,L,H,L,L,H,L,L
8.068.12b,b,G,L,L,L,H,L,H,L,L
8.068.12c,c,G,L,L,H,H,L,H,L,H
8.068.14a,a,G,L,L,H,H,L,H,L,H
8.068.14b,b,G,L,H,H,H,L,H,L,H
8.068.14c,c,G,H,H,L,H,L,H,L,L
8.068.15a,a,G,H,H,H,H,L,H,L,H
8.068.15b,b,G,L,L,H,H,L,H,L,L
8.068.15c,c,G,H,L,H,H,L,H,L,H
8.068.18a,a,G,H,L,H,H,L,H,L,H
8.068.18b,b,G,H,L,H,H,L,L,L,H
8.068.18c,c,G,L,L,H,H,L,H,L,H
8.068.19a,a,G,L,H,H,H,L,H,L,H
8.068.19b,b,G,L,H,H,L,L,H,L,L
8.068.19c,c,G,L,H,L,L,L,H,L,L
8.069.01a,a,A,H,L,H,H,L,L,L,L
8.069.01b,b,A,H,H,H,H,L,H,L,H
8.069.01c,c,A,L,H,H,H,L,H,L,H
8.069.01d,d,A,L,H,L,H,L,H,L,L
8.069.04a,a,G,L,L,L,H,L,H,L,H
8.069.04b,b,G,H,L,H,L,L,H,L,H
8.069.04c,c,G,H,H,H,H,L,H,L,L
8.069.05a,a,G,H,L,L,H,L,H,L,H
8.069.05b,b,G,L,L,H,L,L,H,L,L
8.069.05c,c,G,H,H,L,H,L,H,L,H
8.069.06a,a,G,H,H,L,H,L,H,L,L
8.069.06b,b,G,L,H,H,H,L,H,L,L
8.069.06c,c,G,H,H,L,H,L,H,L,L
8.069.07a,a,A,H,H,H,H,L,H,L,L
8.069.07b,b,A,L,L,H,H,L,H,L,L
8.069.07c,c,A,H,H,H,H,L,H,L,L
8.069.07d,d,A,H,H,L,L,L,H,L,H
8.069.09a,a,A,L,L,L,H,L,H,L,H
8.069.09b,b,A,H,H,L,L,L,H,L,L
8.069.09c,c,A,H,H,L,L,L,H,L,L
8.069.09d,d,A,H,H,L,H,L,H,L,L
8.069.10a,a,A,H,H,L,H,L,H,L,L
8.069.10b,b,A,L,L,L,L,L,H,L,L
8.069.10c,c,A,L,H,L,H,L,H,L,L
8.069.10d,d,A,H,L,H,H,L,H,L,H
8.069.12a,a,A,L,H,H,L,L,L,L,L
8.069.12b,b,A,H,L,H,H,L,H,L,L
8.069.12c,c,A,L,H,L,H,L,H,L,L
8.069.12d,d,A,H,L,H,L,L,H,L,L
8.069.14a,a,A,L,H,L,H,L,H,L,L
8.069.14b,b,A,H,H,H,L,L,L,L,L
8.069.14c,c,A,L,H,L,H,L,H,L,L
8.069.14d,d,A,H,L,H,H,L,H,L,H
8.069.15a,a,A,H,L,H,L,L,H,L,H
8.069.15b,b,A,L,L,H,H,L,H,L,L
8.069.15c,c,A,L,H,H,L,L,H,L,L
8.069.15d,d,A,H,H,H,H,L,H,L,L
8.071.01a,a,G,L,H,L,H,H,L,H,L
8.071.01b,b,G,H,L,H,H,L,L,H,H
8.071.01c,c,G,L,L,L,H,H,L,H,L
8.071.02a,a,G,L,L,H,H,H,L,H,L
8.071.02b,b,G,H,H,L,H,L,L,H,L
8.071.02c,c,G,L,L,L,L,L,L,H,H
8.071.03a,a,G,L,H,H,H,H,H,H,L
8.071.03b,b,G,H,H,L,H,H,L,H,H
8.071.03c,c,G,L,H,H,L,H,L,H,L
8.071.05a,a,G,H,H,H,L,H,L,H,H
8.071.05b,b,G,H,H,L,H,L,L,H,L
8.071.05c,c,G,L,L,H,H,H,L,H,H
8.071.06a,a,G,L,H,L,H,L,L,H,L
8.071.06b,b,G,H,H,H,L,H,H,H,L
8.071.06c,c,G,L,H,L,L,H,H,L,L
8.071.07a,a,G,L,H,H,H,H,L,H,H
8.071.07b,b,G,L,H,L,H,H,L,H,L
8.071.07c,c,G,L,H,L,H,H,L,H,L
8.071.08a,a,G,H,H,H,H,H,H,H,L
8.071.08b,b,G,H,L,L,H,H,L,H,L
8.071.08c,c,G,L,L,H,L,H,L,H,H
8.071.09a,a,G,L,H,H,L,L,L,H,L
8.071.09b,b,G,H,H,L,H,H,L,H,L
8.071.09c,c,G,L,H,L,H,L,L,H,L
8.072.01a,a,G,L,H,L,H,L,H,L,L
8.072.01b,b,G,H,H,H,L,L,H,L,L
8.072.01c,c,G,H,H,H,L,L,H,L,L
8.072.03a,a,G,H,L,L,H,L,H,L,H
8.072.03b,b,G,H,H,L,H,L,H,L,H
8.072.03c,c,G,H,H,L,H,L,H,L,L
8.072.04a,a,G,H,L,L,H,L,H,L,L
8.072.04b,b,G,L,H,L,L,L,H,L,L
8.072.04c,c,G,L,L,H,H,L,H,L,H
8.072.05a,a,G,L,H,H,H,L,H,L,L
8.072.05b,b,G,L,H,H,H,L,H,L,H
8.072.05c,c,G,H,L,H,L,L,H,L,L
8.072.06a,a,G,L,H,L,H,L,H,L,L
8.072.06b,b,G,H,H,H,H,L,H,L,L
8.072.06c,c,G,H,H,L,H,L,L,L,H
8.072.08a,a,G,H,L,L,H,L,H,L,L
8.072.08b,b,G,H,H,H,L,L,H,L,H
8.072.08c,c,G,H,L,H,L,L,H,L,L
8.072.09a,a,G,L,L,L,H,L,H,L,L
8.072.09b,b,G,H,L,H,L,L,H,L,H
8.072.09c,c,G,H,H,H,H,L,H,L,H
8.072.10a,a,G,H,H,L,L,L,H,L,L
8.072.10b,b,G,H,H,H,H,L,H,H,L
8.072.10c,c,G,H,H,L,H,L,H,L,L
8.072.11a,a,G,L,L,H,L,L,H,L,H
8.072.11b,b,G,L,H,H,H,L,H,L,L
8.072.11c,c,G,L,L,H,L,L,H,L,H
8.072.12a,a,G,H,L,L,H,L,H,L,L
8.072.12b,b,G,L,H,H,H,L,H,L,H
8.072.12c,c,G,L,H,H,H,L,H,L,H
8.072.13a,a,G,H,L,H,H,L,L,L,L
8.072.13b,b,G,H,L,H,H,L,H,L,L
8.072.13c,c,G,L,H,L,H,L,L,L,L
8.072.14a,a,G,H,H,L,L,L,H,L,L
8.072.14b,b,G,H,H,H,H,L,H,L,L
8.072.14c,c,G,L,H,L,H,L,H,L,L
8.072.15a,a,G,L,L,H,H,L,H,L,L
8.072.15b,b,G,H,L,H,L,L,H,L,L
8.072.15c,c,G,H,L,H,H,L,H,L,L
8.072.16a,a,G,L,H,H,H,L,H,L,L
8.072.16b,b,G,H,H,H,L,L,H,L,L
8.072.16c,c,G,H,H,L,H,L,H,L,L
8.072.17a,a,G,H,H,L,H,H,L,L,H
8.072.17b,b,G,L,L,H,H,L,H,L,H
8.072.17c,c,G,L,H,L,H,L,H,L,L
8.072.18a,a,G,L,H,L,H,L,H,L,L
8.072.18b,b,G,H,L,H,L,L,H,L,L
8.072.18c,c,G,L,L,H,H,L,H,L,L
8.073.01a,a,G,L,H,H,H,L,H,L,H
8.073.01b,b,G,H,H,H,H,L,H,L,L
8.073.01c,c,G,H,L,H,H,L,H,L,L
8.073.02a,a,G,L,L,H,H,L,H,L,H
8.073.02b,b,G,L,H,H,H,L,H,L,H
8.073.02c,c,G,H,L,H,H,L,H,L,L
8.073.03a,a,G,L,L,L,H,L,H,L,H
8.073.03b,b,G,L,H,L,H,L,H,L,H
8.073.03c,c,G,H,L,H,H,L,H,L,L
8.073.04a,a,G,L,L,H,L,L,H,L,L
8.073.04b,b,G,L,L,H,H,L,H,L,L
8.073.04c,c,G,H,L,H,H,L,H,L,L
8.073.05a,a,G,L,H,L,H,L,H,L,L
8.073.05b,b,G,H,H,H,L,L,H,L,L
8.073.05c,c,G,H,L,H,H,L,H,L,L
8.073.06a,a,G,H,L,H,H,L,H,L,H
8.073.06b,b,G,H,H,H,H,L,H,L,L
8.073.06c,c,G,H,L,H,H,L,H,L,L
8.073.07a,a,G,L,H,L,H,L,H,L,L
8.073.07b,b,G,L,L,H,L,L,H,L,H
8.073.07c,c,G,H,L,H,H,L,H,L,L
8.073.08a,a,G,L,H,L,H,L,H,L,H
8.073.08b,b,G,L,L,H,H,L,H,L,H
8.073.08c,c,G,H,L,H,H,L,H,L,L
8.073.09a,a,G,L,H,L,H,L,H,L,H
8.073.09b,b,G,H,H,H,H,L,H,L,L
8.073.09c,c,G,H,L,H,H,L,H,L,L
8.073.10a,a,G,L,H,L,H,L,H,L,H
8.073.10b,b,G,L,L,H,L,L,H,L,L
8.073.10c,c,G,H,L,H,H,L,H,L,L
8.073.11a,a,G,L,L,H,H,L,H,L,L
8.073.11b,b,G,L,L,H,L,L,H,L,H
8.073.11c,c,G,H,L,H,H,L,H,L,L
8.073.12a,a,G,L,H,H,H,L,H,L,L
8.073.12b,b,G,L,H,H,H,L,H,L,H
8.073.12c,c,G,H,L,H,H,L,H,L,L
8.073.13a,a,G,H,H,L,H,L,H,L,H
8.073.13b,b,G,L,H,L,H,L,H,L,H
8.073.13c,c,G,H,L,H,H,L,H,L,L
8.073.14a,a,G,H,H,H,H,L,H,L,H
8.073.14b,b,G,L,H,H,L,L,L,L,L
8.073.14c,c,G,H,L,H,H,L,H,L,L
8.073.15a,a,G,H,H,H,H,L,H,L,H
8.073.15b,b,G,L,H,H,L,L,L,L,L
8.073.15c,c,G,H,L,H,H,L,H,L,L
8.073.16a,a,G,L,L,H,L,L,L,L,H
8.073.16b,b,G,L,H,H,L,L,H,L,H
8.073.16c,c,G,H,L,H,H,L,H,L,L
8.073.17a,a,G,H,L,H,L,L,H,L,L
8.073.17b,b,G,H,H,L,L,L,H,L,L
8.073.17c,c,G,H,L,H,H,L,H,L,L
8.073.18a,a,G,L,H,L,H,L,H,L,L
8.073.18b,b,G,H,L,H,H,L,H,L,H
8.073.18c,c,G,H,L,H,H,L,H,L,L
8.074.01a,a,A,L,H,L,H,H,L,L,L
8.074.01b,b,A,H,L,H,H,L,H,L,L
8.074.01c,c,A,H,H,H,L,L,H,L,L
8.074.01d,d,A,L,H,H,H,L,H,L,L
8.074.02a,a,G,H,L,H,H,L,H,H,H
8.074.02b,b,G,H,H,L,H,L,H,L,L
8.074.02c,c,G,L,H,H,L,L,H,L,L
8.074.03a,a,G,H,H,H,H,L,H,L,L
8.074.03b,b,G,H,H,L,H,L,H,L,H
8.074.03c,c,G,H,H,L,H,L,H,L,L
8.074.05a,a,G,L,L,H,H,L,H,L,L
8.074.05b,b,G,L,H,L,H,L,H,L,L
8.074.05c,c,G,L,H,L,L,L,H,L,L
8.074.06a,a,G,L,H,H,H,L,L,L,H
8.074.06b,b,G,H,H,H,H,L,H,L,H
8.074.06c,c,G,H,H,H,H,L,H,L,L
8.074.07a,a,A,L,H,H,H,L,H,L,L
8.074.07b,b,A,H,H,L,H,L,H,L,H
8.074.07c,c,A,H,L,L,H,L,H,L,H
8.074.07d,d,A,L,H,L,H,L,L,L,H
8.074.09a,a,G,H,H,H,H,L,H,L,L
8.074.09b,b,G,L,H,L,L,L,L,L,L
8.074.09c,c,G,L,H,L,H,L,H,L,H
8.074.11a,a,G,H,H,H,L,L,H,L,H
8.074.11b,b,G,L,H,L,H,L,H,L,L
8.074.11c,c,G,L,L,H,L,L,H,L,L
8.074.12a,a,G,H,H,L,H,L,H,L,H
8.074.12b,b,G,L,H,H,H,L,H,L,H
8.074.12c,c,G,L,H,L,H,L,H,L,H
8.074.15a,a,A,H,L,H,H,L,H,L,L
8.074.15b,b,A,L,H,L,L,L,H,L,L
8.074.15c,c,A,H,H,L,H,L,H,L,L
8.074.15d,d,A,L,H,H,H,L,H,L,L
8.075.01a,a,G,H,H,L,H,L,H,L,H
8.075.01b,b,G,H,H,H,H,L,H,L,L
8.075.01c,c,G,L,H,H,H,L,H,L,L
8.075.03a,a,G,L,H,L,H,L,H,L,L
8.075.03b,b,G,L,L,H,H,L,H,L,L
8.075.03c,c,G,L,H,H,H,L,H,L,L
8.075.05a,a,G,H,H,L,L,L,H,L,H
8.075.05b,b,G,H,L,H,L,L,H,L,L
8.075.05c,c,G,H,H,H,H,L,H,L,L
8.075.06a,a,G,H,H,H,L,L,H,L,H
8.075.06b,b,G,H,H,L,H,L,H,L,H
8.075.06c,c,G,H,H,H,H,L,H,L,L
8.075.07a,a,G,L,L,L,H,L,H,L,H
8.075.07b,b,G,H,H,L,H,L,H,L,L
8.075.07c,c,G,L,H,H,L,L,H,L,H
8.075.09a,a,G,H,H,L,H,L,H,L,L
8.075.09b,b,G,L,H,H,L,L,H,L,L
8.075.09c,c,G,H,H,L,H,L,H,L,H
8.075.10a,a,G,L,H,L,H,L,H,L,H
8.075.10b,b,G,L,H,L,H,L,H,L,L
8.075.10c,c,G,L,H,L,H,L,H,L,L
8.075.11a,a,G,L,H,L,H,L,H,L,H
8.075.11b,b,G,H,H,H,H,L,H,L,L
8.075.11c,c,G,L,L,L,L,L,H,L,L
8.075.12a,a,G,H,L,H,H,L,H,L,H
8.075.12b,b,G,L,H,H,H,L,H,L,H
8.075.12c,c,G,H,H,H,H,L,H,L,L
8.075.13a,a,G,H,L,H,H,L,L,L,L
8.075.13b,b,G,H,H,L,H,L,L,L,H
8.075.13c,c,G,H,H,H,L,L,H,L,L
8.075.14a,a,G,H,H,L,H,L,H,L,L
8.075.14b,b,G,L,H,L,H,L,H,L,H
8.075.14c,c,G,H,H,H,H,L,H,L,L
8.075.15a,a,G,L,H,L,L,L,H,L,H
8.075.15b,b,G,L,L,H,L,L,H,L,L
8.075.15c,c,G,H,H,L,H,L,H,L,L
8.075.16a,a,G,H,H,L,H,L,H,L,L
8.075.16b,b,G,H,H,L,H,L,H,L,L
8.075.16c,c,G,L,H,H,H,L,H,L,H
8.076.01a,a,G,L,H,L,H,L,H,L,L
8.076.01b,b,G,H,L,H,H,L,H,L,H
8.076.01c,c,G,L,H,H,H,L,H,L,H
8.076.02a,a,G,L,L,H,H,L,H,L,H
8.076.02b,b,G,L,H,H,H,L,H,L,L
8.076.02c,c,G,H,H,L,L,L,H,L,H
8.076.03a,a,G,H,L,H,H,L,H,L,H
8.076.03b,b,G,H,H,L,H,L,H,L,L
8.076.03c,c,G,L,H,L,H,L,L,L,L
8.076.04a,a,G,L,H,L,H,L,L,L,L
8.076.04b,b,G,L,H,L,H,L,H,L,L
8.076.04c,c,G,H,H,L,H,L,H,L,H
8.076.05a,a,G,L,H,H,L,L,H,L,L
8.076.05b,b,G,H,H,H,H,L,H,L,L
8.076.05c,c,G,H,H,H,H,L,H,L,H
8.076.06a,a,G,H,H,H,H,L,H,L,H
8.076.06b,b,G,L,H,H,H,L,H,L,H
8.076.06c,c,G,H,L,H,H,L,H,L,H
8.076.07a,a,G,L,H,H,H,L,H,L,L
8.076.07b,b,G,L,H,H,H,L,H,L,H
8.076.07c,c,G,H,H,H,H,L,H,L,L
8.076.08a,a,G,H,H,H,L,L,H,L,H
8.076.08b,b,G,L,H,H,H,L,H,L,L
8.076.08c,c,G,L,H,H,H,L,H,L,L
8.076.09a,a,G,L,H,H,L,L,H,L,H
8.076.09b,b,G,L,H,H,H,L,H,L,L
8.076.09c,c,G,H,H,L,H,L,H,L,H
8.076.10a,a,G,H,H,H,H,L,H,L,L
8.076.10b,b,G,H,H,H,L,L,H,L,L
8.076.10c,c,G,H,L,H,L,L,H,L,L
8.076.11a,a,G,L,L,H,H,L,L,L,H
8.076.11b,b,G,H,L,H,L,L,L,H,H
8.076.11c,c,G,H,L,H,H,L,H,L,L
8.076.12a,a,G,H,L,H,H,L,H,L,L
8.076.12b,b,G,L,H,H,L,L,H,L,L
8.076.12c,c,G,H,H,L,L,H,H,L,H
8.077.01a,a,G,H,H,H,L,L,H,L,L
8.077.01b,b,G,L,L,L,L,L,H,L,L
8.077.01c,c,G,L,H,H,H,L,H,L,H
8.077.02a,a,G,H,H,L,L,L,H,L,H
8.077.02b,b,G,H,L,H,L,L,H,L,L
8.077.02c,c,G,H,H,L,H,L,H,L,L
8.077.03a,a,G,L,H,H,H,L,H,L,L
8.077.03b,b,G,H,L,H,L,L,H,L,H
8.077.03c,c,G,L,H,H,H,L,H,L,L
8.077.04a,a,G,H,L,H,L,L,H,L,L
8.077.04b,b,G,H,H,L,H,L,H,L,L
8.077.04c,c,G,H,H,H,H,L,H,L,H
8.077.05a,a,G,L,L,H,H,L,L,L,L
8.077.05b,b,G,L,H,H,L,L,H,L,H
8.077.05c,c,G,H,H,H,H,L,H,L,H
8.077.06a,a,G,L,H,H,H,L,H,L,H
8.077.06b,b,G,H,L,H,H,L,H,L,L
8.077.06c,c,G,H,H,H,H,L,H,L,L
8.077.07a,a,G,L,H,H,L,L,H,L,L
8.077.07b,b,G,L,H,L,H,L,H,L,L
8.077.07c,c,G,L,H,L,L,L,H,L,L
8.077.08a,a,G,H,L,H,H,L,H,L,L
8.077.08b,b,G,H,H,H,H,H,H,L,H
8.077.08c,c,G,H,H,H,L,L,H,L,L
8.077.09a,a,G,H,H,H,H,L,H,L,H
8.077.09b,b,G,H,H,H,L,L,H,L,H
8.077.09c,c,G,L,H,H,L,L,H,L,L
8.078.02a,a,G,H,H,L,L,L,H,L,L
8.078.02b,b,G,H,H,L,L,L,H,L,L
8.078.02c,c,G,L,H,L,H,L,H,L,H
8.078.03a,a,G,L,L,H,H,L,H,L,H
8.078.03b,b,G,L,H,L,H,L,H,L,L
8.078.03c,c,G,L,H,L,H,L,H,L,H
8.078.04a,a,G,L,H,L,H,L,H,L,H
8.078.04b,b,G,L,L,H,L,L,L,L,L
8.078.04c,c,G,H,H,H,H,L,H,L,L
8.078.05a,a,G,L,H,H,H,L,H,L,H
8.078.05b,b,G,L,H,H,L,L,H,L,H
8.078.05c,c,G,H,H,L,H,L,H,L,L
8.078.07a,a,G,H,L,H,H,L,L,L,L
8.078.07b,b,G,L,H,L,H,L,L,L,L
8.078.07c,c,G,H,H,H,H,L,H,L,L
8.078.08a,a,G,L,H,L,H,L,H,L,H
8.078.08b,b,G,H,H,L,H,L,H,L,H
8.078.08c,c,G,L,H,L,L,L,H,L,H
8.078.09a,a,G,L,H,H,L,L,H,L,L
8.078.09b,b,G,H,H,H,H,L,H,L,L
8.078.09c,c,G,L,H,H,L,L,H,L,H
8.079.01a,a,G,L,H,H,L,L,L,H,H
8.079.01b,b,G,H,L,L,H,L,H,H,L
8.079.01c,c,G,L,H,H,H,H,L,H,L
8.079.03a,a,G,L,H,H,L,L,H,H,H
8.079.03b,b,G,H,H,L,H,L,L,H,L
8.079.03c,c,G,L,L,H,H,L,L,H,L
8.079.04a,a,G,L,H,H,H,L,L,H,H
8.079.04b,b,G,L,L,H,L,H,H,H,L
8.079.04c,c,G,H,H,L,H,L,H,H,L
8.079.05a,a,G,H,L,H,H,L,H,H,L
8.079.05b,b,G,L,H,H,L,L,H,H,L
8.079.05c,c,G,L,H,H,H,L,H,H,L
8.079.06a,a,G,L,H,H,H,L,H,H,L
8.079.06b,b,G,L,H,L,H,L,H,L,L
8.079.06c,c,G,H,H,H,H,H,L,H,L
8.079.07a,a,G,L,H,H,H,H,L,H,L
8.079.07b,b,G,L,H,H,L,L,L,H,L
8.079.07c,c,G,L,H,H,H,L,H,L,H
8.079.08a,a,G,H,H,H,L,H,H,L,H
8.079.08b,b,G,H,L,H,L,L,H,H,L
8.079.08c,c,G,H,H,H,L,L,H,L,H
8.079.09a,a,A,L,L,H,L,H,L,H,H
8.079.09b,b,A,H,H,H,H,L,H,H,H
8.079.09c,c,A,H,H,L,L,L,H,H,L
8.079.09d,d,A,H,H,L,L,L,H,H,L
8.080.01a,a,G,L,L,H,H,L,H,L,L
8.080.01b,b,G,H,L,H,H,L,H,L,H
8.080.01c,c,G,L,H,L,H,L,H,L,L
8.080.02a,a,G,H,H,H,H,L,H,L,L
8.080.02b,b,G,L,H,H,H,L,H,L,H
8.080.02c,c,G,L,H,L,H,L,H,L,L
8.080.03a,a,G,L,H,L,H,L,H,L,L
8.080.03b,b,G,H,H,H,H,L,H,L,L
8.080.03c,c,G,L,H,L,H,L,H,L,L
8.080.04a,a,G,H,L,L,H,L,L,L,L
8.080.04b,b,G,H,H,H,H,L,H,L,L
8.080.04c,c,G,L,H,H,H,H,H,L,L
8.080.05a,a,G,H,L,H,L,L,H,L,H
8.080.05b,b,G,L,L,H,H,L,H,L,L
8.080.05c,c,G,L,L,H,H,L,L,L,L
8.080.06a,a,G,L,H,H,H,L,H,L,L
8.080.06b,b,G,L,L,H,H,L,H,L,L
8.080.06c,c,G,H,H,L,H,L,H,L,L
8.080.07a,a,G,H,L,H,H,L,H,L,L
8.080.07b,b,G,H,H,L,H,L,H,L,L
8.080.07c,c,G,L,H,H,H,L,H,L,H
8.080.09a,a,G,L,H,H,H,L,H,L,L
8.080.09b,b,G,L,H,L,H,L,H,L,L
8.080.09c,c,G,H,H,L,H,L,H,L,H
